Bot Index,Bot Task,Bot,gpt-4o-2024-11-20
3111,OutreachDashboardBot,OutreachDashboardBot,Other
3112,OverlordQBot 2,OverlordQBot,Exception management
3113,OverlordQBot 4,OverlordQBot,Operational
3114,OverlordQBot,OverlordQBot,Exception management
3115,OverlordQBot 6,OverlordQBot,Operational
3116,OverlordQBot 5,OverlordQBot,Operational
3117,OverlordQBot 3,OverlordQBot,Task division
3118,OwensQueryBot,OwensQueryBot,Information provision
3119,OxygenBubble,OxygenBubble,Information provision
3120,PALZ9000,PALZ9000,Operational
3121,PC78-bot,PC78-bot,Other
3122,PCbot,PCbot,Interwiki
3123,PDBbot,PDBbot,Operational
3124,PDFbot 3,PDFbot,Operational
3125,PDFbot 4,PDFbot,Operational
3126,PDFbot 2,PDFbot,Operational
3127,PDFbot,PDFbot,Operational
3128,PNG crusade bot,PNG crusade bot,Operational
3129,PNG recompression,PNG recompression,Operational
3130,PREVRAVANTH,PREVRAVANTH,Other
3131,Page correction BOT 2,Page correction BOT,Exception management
3132,Page correction BOT,Page correction BOT,Operational
3133,Pagecount Bot,Pagecount Bot,Other
3134,Pageview bot,Pageview bot,Information provision
3135,PaievBot,PaievBot,Task allocation
3136,Panicbot,Panicbot,Operational
3137,PanzerBot,PanzerBot,Interwiki
3138,ParaBot I,ParaBot I,Operational
3139,Parent5446 Bot,Parent5446 Bot,Task allocation
3140,PartyBOT,PartyBOT,Exception management
3141,PasabaUnBotPorAqui,PasabaUnBotPorAqui,Interwiki
3142,PascalBot,PascalBot,Operational
3143,PasswordBot,PasswordBot,Exception management
3144,PatersBot,PatersBot,Other
3145,Pathbot 2,Pathbot,Operational
3146,Pathbot,Pathbot,Task allocation
3147,Pathosbot,Pathosbot,Operational
3148,Patrick87-Bot,Patrick87-Bot,Other
3149,Pattonbot,Pattonbot,Operational
3150,PattyBot,PattyBot,Other
3151,PavloChemBot,PavloChemBot,Operational
3152,PbBot,PbBot,Operational
3153,PbBot 2,PbBot,Task allocation
3154,PeacockPhraseFinderBot,PeacockPhraseFinderBot,Information provision
3155,PearBOT 8,PearBOT,Operational
3156,PearBOT 7,PearBOT,Operational
3157,PearBOT,PearBOT,Operational
3158,PearBOT 2,PearBOT,Task allocation
3159,PearBOT 14,PearBOT,Operational
3160,PearBOT 5,PearBOT,Operational
3161,PearBOT 3,PearBOT,Operational
3162,PearBOT 6,PearBOT,Operational
3163,PearBOT 4,PearBOT,Task division
3164,PearBOT II,PearBOT II,Other
3165,PearBOT II 13,PearBOT II,Operational
3166,PearBOT II 12,PearBOT II,Operational
3167,PearBOT II 11,PearBOT II,Operational
3168,PearBOT II 10,PearBOT II,Operational
3169,PearBOT II 9,PearBOT II,Operational
3170,Pearle,Pearle,Task division
3171,Peelbot,Peelbot,Task allocation
3172,Peelbot 2,Peelbot,Task allocation
3173,PeerReviewBot,PeerReviewBot,Information provision
3174,PeerReviewBot 2,PeerReviewBot,Operational
3175,Pegasusbot,Pegasusbot,Operational
3176,Pegybot,Pegybot,Operational
3177,People-n-photo-bot,People-n-photo-bot,Task division
3178,People-photo-bot,People-photo-bot,Task division
3179,PereBot,PereBot,Other
3180,Perebot~enwiki,Perebot~enwiki,Interwiki
3181,Perlaal,Perlaal,Operational
3182,PerlegoEditorBot,PerlegoEditorBot,Operational
3183,Petan-Bot,Petan-Bot,Operational
3184,Petan-Bot 3,Petan-Bot,Operational
3185,Petan-Bot 2,Petan-Bot,Information provision
3186,Petan-Bot task 6,Petan-Bot task,Operational
3187,Petan-Bot task10,Petan-Bot task10,Operational
3188,Petan-Bot task4,Petan-Bot task4,Task allocation
3189,Petan-Bot task5,Petan-Bot task5,Other
3190,Petan-Bot task7,Petan-Bot task7,Operational
3191,Petan-Bot task8,Petan-Bot task8,Operational
3192,Petan-Bot task9,Petan-Bot task9,Task division
3193,PeterRakke,PeterRakke,Interwiki
3194,Peti610botH,Peti610botH,Interwiki
3195,Peti610botH,Peti610botH,Interwiki
3196,Petr Kyborg,Petr Kyborg,Other
3197,PfamWikiBot,PfamWikiBot,Task division
3198,Pfft Bot~enwiki,Pfft Bot~enwiki,Operational
3199,Pfsilvabot,Pfsilvabot,Exception management
3200,PhDbot,PhDbot,Other
3201,Phe-bot,Phe-bot,Interwiki
3202,PhearBOT,PhearBOT,Operational
3203,PhiloBot,PhiloBot,Information provision
3204,Philosobot,Philosobot,Information provision
3205,Philosopher-Bot,Philosopher-Bot,Operational
3206,Philosopher-Bot 2,Philosopher-Bot,Task allocation
3207,Phoenix-bot,Phoenix-bot,Task division
3208,PhotoCatBot 2,PhotoCatBot,Operational
3209,PhotoCatBot,PhotoCatBot,Task division
3210,PhuzBot 3,PhuzBot,Operational
3211,PhuzBot 2,PhuzBot,Operational
3212,PhuzBot,PhuzBot,Information provision
3213,PhyloBot,PhyloBot,Information provision
3214,Pi bot 5,Pi bot,Operational
3215,Pi bot 3,Pi bot,Task allocation
3216,Pi bot 4,Pi bot,Operational
3217,Pi bot 2,Pi bot,Operational
3218,Pi bot,Pi bot,Operational
3219,Pi's Bot,Pi's Bot,Task allocation
3220,Pi's Pixie Bot,Pi's Pixie Bot,Information provision
3221,PiRSquared17Bot,PiRSquared17Bot,Other
3222,PictureBot,PictureBot,Operational
3223,PikminBot,PikminBot,Exception management
3224,PinpointBot,PinpointBot,Exception management
3225,PipepBot,PipepBot,Interwiki
3226,PixelBot,PixelBot,Interwiki
3227,PkbwcgsBot 12,PkbwcgsBot,Operational
3228,PkbwcgsBot 25,PkbwcgsBot,Operational
3229,PkbwcgsBot 17,PkbwcgsBot,Operational
3230,PkbwcgsBot 5,PkbwcgsBot,Operational
3231,PkbwcgsBot,PkbwcgsBot,Operational
3232,PkbwcgsBot 9,PkbwcgsBot,Operational
3233,PkbwcgsBot 19,PkbwcgsBot,Operational
3234,PkbwcgsBot 18,PkbwcgsBot,Operational
3235,PkbwcgsBot 21,PkbwcgsBot,Operational
3236,PkbwcgsBot 4,PkbwcgsBot,Operational
3237,PkbwcgsBot 20,PkbwcgsBot,Operational
3238,PkbwcgsBot 6,PkbwcgsBot,Exception management
3239,PkbwcgsBot 10,PkbwcgsBot,Operational
3240,PkbwcgsBot 16,PkbwcgsBot,Operational
3241,PkbwcgsBot 14,PkbwcgsBot,Operational
3242,PkbwcgsBot 15,PkbwcgsBot,Operational
3243,PkbwcgsBot 23,PkbwcgsBot,Operational
3244,PkbwcgsBot 3,PkbwcgsBot,Operational
3245,PkbwcgsBot 7,PkbwcgsBot,Operational
3246,PkbwcgsBot 22,PkbwcgsBot,Information provision
3247,PkbwcgsBot 24,PkbwcgsBot,Operational
3248,PkbwcgsBot 2,PkbwcgsBot,Operational
3249,PkbwcgsBot 11,PkbwcgsBot,Operational
3250,PkbwcgsBot 26,PkbwcgsBot,Operational
3251,PkbwcgsBot 13,PkbwcgsBot,Operational
3252,PkbwcgsBot 8,PkbwcgsBot,Information provision
3253,PlacenamesBot,PlacenamesBot,Operational
3254,PlanetExpressBot,PlanetExpressBot,Information provision
3255,PlangeBot,PlangeBot,Task allocation
3256,PlankBot,PlankBot,Operational
3257,Planktonbot,Planktonbot,Other
3258,Plasticbot 2,Plasticbot,Operational
3259,Plasticbot,Plasticbot,Operational
3260,Plasticbot 3,Plasticbot,Operational
3261,Plasticbot 4,Plasticbot,Operational
3262,PlaylikeastarBot,PlaylikeastarBot,Other
3263,PleaseStand (bot),PleaseStand (bot),Information provision
3264,PmegBot,PmegBot,Information provision
3265,PocKleanBot,PocKleanBot,Task allocation
3266,PoccilScript,PoccilScript,Operational
3267,PockBot,PockBot,Information provision
3268,PockBot,PockBot,Information provision
3269,PointBot,PointBot,Other
3270,Pokbot,Pokbot,Interwiki
3271,PolarBot,PolarBot,Interwiki
3272,Polbot 2,Polbot,Operational
3273,Polbot 8,Polbot,Operational
3274,Polbot 4,Polbot,Operational
3275,Polbot 11,Polbot,Operational
3276,Polbot 10,Polbot,Task division
3277,Polbot 9,Polbot,Operational
3278,Polbot 7,Polbot,Operational
3279,Polbot,Polbot,Other
3280,Polbot 5,Polbot,Operational
3281,Polbot 3,Polbot,Operational
3282,Polbot 14,Polbot,Task division
3283,Polbot 12,Polbot,Operational
3284,Polbot 6,Polbot,Task division
3285,Polbot 13,Polbot,Operational
3286,PonoRoboT,PonoRoboT,Operational
3287,Pookeo9,Pookeo9,Exception management
3288,PookeoBot,PookeoBot,Exception management
3289,PookeoBot (2nd Request),PookeoBot (2nd Request),Operational
3290,PoplLyricsBot,PoplLyricsBot,Operational
3291,Porchcorpterbot,Porchcorpterbot,Other
3292,Porchcropbot,Porchcropbot,Other
3293,Portal box bot,Portal box bot,Operational
3294,PortalBot,PortalBot,Operational
3295,PortalBot~enwiki,PortalBot~enwiki,Operational
3296,PorthosBot,PorthosBot,Interwiki
3297,Porthysek's P.I. (Bot),Porthysek's P.I. (Bot),Task allocation
3298,PostBot,PostBot,Information provision
3299,PostOnTalk,PostOnTalk,Other
3300,PotatoBot 6,PotatoBot,Operational
3301,PotatoBot 3,PotatoBot,Operational
3302,PotatoBot,PotatoBot,Operational
3303,PotatoBot 2,PotatoBot,Operational
3304,PotatoBot 4,PotatoBot,Operational
3305,PotatoBot 5,PotatoBot,Operational
3306,PotatoBot 7,PotatoBot,Operational
3307,PotatoBot 2.1,PotatoBot 2.1,Operational
3308,PotatoBot 2.2,PotatoBot 2.2,Operational
3309,PowerBOT,PowerBOT,Task division
3310,Pp-bot,Pp-bot,Other
3311,Pparazorbot,Pparazorbot,Operational
3312,Prabot,Prabot,Other
3313,PraetorianCheese,PraetorianCheese,Other
3314,Pranbot,Pranbot,Other
3315,PrimeBOT 13,PrimeBOT,Operational
3316,PrimeBOT 27,PrimeBOT,Operational
3317,PrimeBOT 8,PrimeBOT,Operational
3318,PrimeBOT,PrimeBOT,Operational
3319,PrimeBOT 34,PrimeBOT,Operational
3320,PrimeBOT 6,PrimeBOT,Operational
3321,PrimeBOT 17,PrimeBOT,Operational
3322,PrimeBOT 7,PrimeBOT,Operational
3323,PrimeBOT 24,PrimeBOT,Operational
3324,PrimeBOT 43,PrimeBOT,Operational
3325,PrimeBOT 22,PrimeBOT,Operational
3326,PrimeBOT 37,PrimeBOT,Operational
3327,PrimeBOT 23,PrimeBOT,Operational
3328,PrimeBOT 35,PrimeBOT,Operational
3329,PrimeBOT 2,PrimeBOT,Operational
3330,PrimeBOT 9,PrimeBOT,Operational
3331,PrimeBOT 32,PrimeBOT,Operational
3332,PrimeBOT 11,PrimeBOT,Operational
3333,PrimeBOT 15,PrimeBOT,Operational
3334,PrimeBOT 12,PrimeBOT,Operational
3335,PrimeBOT 20,PrimeBOT,Operational
3336,PrimeBOT 14,PrimeBOT,Operational
3337,PrimeBOT 30,PrimeBOT,Operational
3338,PrimeBOT 33,PrimeBOT,Operational
3339,PrimeBOT 3,PrimeBOT,Operational
3340,PrimeBOT 36,PrimeBOT,Operational
3341,PrimeBOT 28,PrimeBOT,Operational
3342,PrimeBOT 21,PrimeBOT,Operational
3343,PrimeBOT 18,PrimeBOT,Operational
3344,PrimeBOT 45,PrimeBOT,Operational
3345,PrimeBOT 41,PrimeBOT,Task division
3346,PrimeBOT 29,PrimeBOT,Operational
3347,PrimeBOT 40,PrimeBOT,Operational
3348,PrimeBOT 39,PrimeBOT,Operational
3349,PrimeBOT 10,PrimeBOT,Operational
3350,PrimeBOT 38,PrimeBOT,Operational
3351,PrimeBOT 26,PrimeBOT,Operational
3352,PrimeBOT 42,PrimeBOT,Task allocation
3353,PrimeBOT 31,PrimeBOT,Operational
3354,PrimeBOT 16,PrimeBOT,Operational
3355,PrimeBOT 25,PrimeBOT,Operational
3356,PrimeBOT 44,PrimeBOT,Operational
3357,PrimeBOT 4,PrimeBOT,Operational
3358,PrimeBOT 5,PrimeBOT,Operational
3359,PrimeBOT 19,PrimeBOT,Operational
3360,PrimeBOT 26.2,PrimeBOT 26.2,Operational
3361,PrimeBOT 43b,PrimeBOT 43b,Operational
3362,ProcBot 2,ProcBot,Operational
3363,ProcBot 5,ProcBot,Operational
3364,ProcBot 4,ProcBot,Operational
3365,ProcBot 3,ProcBot,Information provision
3366,ProcBot 7,ProcBot,Operational
3367,ProcBot 9,ProcBot,Exception management
3368,ProcBot 8,ProcBot,Exception management
3369,ProcBot,ProcBot,Operational
3370,ProcBot 6,ProcBot,Operational
3371,ProcBot 10,ProcBot,Operational
3372,ProcBot 10b,ProcBot 10b,Operational
3373,ProcBot 2.5,ProcBot 2.5,Operational
3374,ProcBot II,ProcBot II,Other
3375,ProcseeBot,ProcseeBot,Exception management
3376,Prof.Bot.1,Prof.Bot.1,Other
3377,ProgrammingBot 2,ProgrammingBot,Task allocation
3378,ProgrammingBot,ProgrammingBot,Operational
3379,ProgreSS,ProgreSS,Other
3380,Project Messenger Bot,Project Messenger Bot,Task allocation
3381,Project Messenger Bot 2,Project Messenger Bot,Task allocation
3382,Project Rastko bot,Project Rastko bot,Task division
3383,ProjectBot,ProjectBot,Other
3384,ProjectRequestedPagesBot,ProjectRequestedPagesBot,Task division
3385,Prombot 1,Prombot,Exception management
3386,Prombot,Prombot,Operational
3387,ProtLinkbot,ProtLinkbot,Other
3388,ProtectionBot,ProtectionBot,Exception management
3389,ProtectionTaggingBot,ProtectionTaggingBot,Operational
3390,ProteinBoxBot,ProteinBoxBot,Task division
3391,PrzemuBot,PrzemuBot,Operational
3392,PsBot,PsBot,Interwiki
3393,PseudoBot 4,PseudoBot,Exception management
3394,PseudoBot 3,PseudoBot,Operational
3395,PseudoBot 2,PseudoBot,Exception management
3396,PseudoBot,PseudoBot,Exception management
3397,PsychAWB,PsychAWB,Task allocation
3398,Ptbotgourou,Ptbotgourou,Interwiki
3399,Puggansbot,Puggansbot,Operational
3400,PuggleBot,PuggleBot,Operational
3401,PuggleBot 2,PuggleBot,Exception management
3402,Purbo T,Purbo T,Interwiki
3403,PurposeAutoBot,PurposeAutoBot,Exception management
3404,PvssBot,PvssBot,Operational
3405,PxBot 2,PxBot,Task allocation
3406,PxBot 3,PxBot,Interwiki
3407,PxBot,PxBot,Task allocation
3408,PxBot II,PxBot II,Exception management
3409,Pxndaa,Pxndaa,Other
3410,Py123,Py123,Operational
3411,Pythonbot,Pythonbot,Other
3412,Q28bot 1,Q28bot,Operational
3413,Q28bot,Q28bot,Other
3414,QEDKbot 2,QEDKbot,Exception management
3415,QEDKbot,QEDKbot,Operational
3416,QOTDBot,QOTDBot,Operational
3417,Qbugbot 4,Qbugbot,Operational
3418,Qbugbot,Qbugbot,Task division
3419,Qbugbot 5,Qbugbot,Operational
3420,Qbugbot 3,Qbugbot,Operational
3421,Qbugbot 2,Qbugbot,Task division
3422,Qbugbot 6,Qbugbot,Operational
3423,QovulwBot,QovulwBot,Operational
3424,QstBot,QstBot,Task allocation
3425,QualiaBot,QualiaBot,Interwiki
3426,Quarrybot-enwiki,Quarrybot-enwiki,Other
3427,QuerubBOT,QuerubBOT,Other
3428,QueryBot,QueryBot,Other
3429,Ques1977,Ques1977,Exception management
3430,QuestionCopyright,QuestionCopyright,Operational
3431,Qwerfjkl (bot) 19,Qwerfjkl (bot),Task allocation
3432,Qwerfjkl (bot) 16,Qwerfjkl (bot),Operational
3433,Qwerfjkl (bot) 15,Qwerfjkl (bot),Operational
3434,Qwerfjkl (bot) 10,Qwerfjkl (bot),Operational
3435,Qwerfjkl (bot) 21,Qwerfjkl (bot),Operational
3436,Qwerfjkl (bot) 7,Qwerfjkl (bot),Operational
3437,Qwerfjkl (bot) 17,Qwerfjkl (bot),Task allocation
3438,Qwerfjkl (bot) 22,Qwerfjkl (bot),Operational
3439,Qwerfjkl (bot) 6,Qwerfjkl (bot),Operational
3440,Qwerfjkl (bot) 30,Qwerfjkl (bot),Operational
3441,Qwerfjkl (bot) 20,Qwerfjkl (bot),Operational
3442,Qwerfjkl (bot) 26,Qwerfjkl (bot),Task division
3443,Qwerfjkl (bot) 8,Qwerfjkl (bot),Operational
3444,Qwerfjkl (bot) 5,Qwerfjkl (bot),Operational
3445,Qwerfjkl (bot) 29,Qwerfjkl (bot),Operational
3446,Qwerfjkl (bot) 2,Qwerfjkl (bot),Operational
3447,Qwerfjkl (bot) 3,Qwerfjkl (bot),Operational
3448,Qwerfjkl (bot) 9,Qwerfjkl (bot),Operational
3449,Qwerfjkl (bot) 14,Qwerfjkl (bot),Operational
3450,Qwerfjkl (bot) 18,Qwerfjkl (bot),Operational
3451,Qwerfjkl (bot) 27,Qwerfjkl (bot),Operational
3452,Qwerfjkl (bot) 24,Qwerfjkl (bot),Exception management
3453,Qwerfjkl (bot) 25,Qwerfjkl (bot),Information provision
3454,Qwerfjkl (bot),Qwerfjkl (bot),Operational
3455,Qwerfjkl (bot) 12,Qwerfjkl (bot),Operational
3456,Qwerfjkl (bot) 28,Qwerfjkl (bot),Operational
3457,Qwerfjkl (bot) 4,Qwerfjkl (bot),Operational
3458,Qwerfjkl (bot) 13,Qwerfjkl (bot),Operational
3459,Qwerfjkl (bot) 23,Qwerfjkl (bot),Operational
3460,QxzBot 2,QxzBot,Information provision
3461,QxzBot,QxzBot,Exception management
3462,R Delivery Bot,R Delivery Bot,Information provision
3463,R. Hillgentleman,R. Hillgentleman,Interwiki
3464,R. Koot (bot),R. Koot (bot),Other
3465,RBSpamAnalyzerBot,RBSpamAnalyzerBot,Information provision
3466,RBot~enwiki,RBot~enwiki,Operational
3467,RCBot~enwiki,RCBot~enwiki,Interwiki
3468,RCI~enwiki,RCI~enwiki,Other
3469,RF1 Bot 2,RF1 Bot,Operational
3470,RF1 Bot,RF1 Bot,Operational
3471,RFC bot 2,RFC bot,Task allocation
3472,RFC bot,RFC bot,Other
3473,RFC posting script,RFC posting script,Information provision
3474,RFRBot,RFRBot,Information provision
3475,RHbot,RHbot,Other
3476,RM bot,RM bot,Information provision
3477,RMCD bot,RMCD bot,Information provision
3478,RSElectionBot,RSElectionBot,Information provision
3479,RU-Bot,RU-Bot,Operational
3480,RWHbot,RWHbot,Operational
3481,RaBOTnik,RaBOTnik,Operational
3482,Rabbot,Rabbot,Task allocation
3483,RadBust,RadBust,Other
3484,RaftaarBot,RaftaarBot,Other
3485,RagesossBot,RagesossBot,Operational
3486,RagesossBot 2,RagesossBot,Task division
3487,RagesossBot 3,RagesossBot,Information provision
3488,RahmanuddinBot,RahmanuddinBot,Operational
3489,Raikubot,Raikubot,Exception management
3490,Ralbot,Ralbot,Information provision
3491,Ramaksoud2000Bot 2,Ramaksoud2000Bot,Operational
3492,Ramaksoud2000Bot,Ramaksoud2000Bot,Exception management
3493,Rambot,Rambot,Task division
3494,Ramesh Ramaiah,Ramesh Ramaiah,Other
3495,Rameshngbot,Rameshngbot,Interwiki
3496,Rangerbot,Rangerbot,Other
3497,RapidBot,RapidBot,Other
3498,RaptureBot 2,RaptureBot,Operational
3499,RaptureBot,RaptureBot,Operational
3500,Razibot,Razibot,Interwiki
3501,RcsprinterBot,RcsprinterBot,Other
3502,Rd108ExampleBot1,Rd108ExampleBot1,Information provision
3503,Reader bot,Reader bot,Exception management
3504,ReaperBot,ReaperBot,Exception management
3505,ReaperBot X,ReaperBot X,Task division
3506,RebelRobot,RebelRobot,Interwiki
3507,Red Thrush's Bot,Red Thrush's Bot,Operational
3508,RedBot,RedBot,Interwiki
3509,RedWarn,RedWarn,Exception management
3510,Redirect fixer,Redirect fixer,Operational
3511,RedirectCleanupBot,RedirectCleanupBot,Operational
3512,Redirectbot 2,Redirectbot,Operational
3513,Redirectbot,Redirectbot,Operational
3514,Redirectcreation Bot,Redirectcreation Bot,Operational
3515,Redrocketbot,Redrocketbot,Task allocation
3516,Reedy Bot,Reedy Bot,Operational
3517,Reedy Bot 1,Reedy Bot,Task allocation
3518,Reedy Bot 2,Reedy Bot,Operational
3519,RefBot,RefBot,Operational
3520,RefDeskBot,RefDeskBot,Information provision
3521,RefSpaceBot,RefSpaceBot,Operational
3522,ReferenceBot,ReferenceBot,Task allocation
3523,ReferenceBot 2,ReferenceBot,Operational
3524,Rei-bot,Rei-bot,Interwiki
3525,ReigneBOT,ReigneBOT,Interwiki
3526,RelentlessBot,RelentlessBot,Operational
3527,RelistBot,RelistBot,Operational
3528,RemindMeBot,RemindMeBot,Information provision
3529,RepairBot,RepairBot,Operational
3530,ReplyBot,ReplyBot,Information provision
3531,Reports bot 2,Reports bot,Information provision
3532,Reports bot,Reports bot,Information provision
3533,Reports bot 3,Reports bot,Information provision
3534,RetractionBot,RetractionBot,Operational
3535,Revibot,Revibot,Information provision
3536,Rezabot,Rezabot,Other
3537,Rfambot,Rfambot,Operational
3538,Rfambot 2,Rfambot,Other
3539,Rfambot 3,Rfambot,Operational
3540,Riad.Bot,Riad.Bot,Interwiki
3541,Riad.Bot~enwiki,Riad.Bot~enwiki,Other
3542,RibotBOT,RibotBOT,Interwiki
3543,Riccardobot,Riccardobot,Interwiki
3544,Rich Farmbrough (mass article creation),Rich Farmbrough (mass article creation),Task division
3545,RichBot 2,RichBot,Exception management
3546,RichBot,RichBot,Exception management
3547,RichardBAllen,RichardBAllen,Other
3548,RichardcavellBot 3,RichardcavellBot,Operational
3549,RichardcavellBot 2,RichardcavellBot,Operational
3550,RichardcavellBot,RichardcavellBot,Exception management
3551,Rick Bot 3,Rick Bot,Information provision
3552,Rick Bot 2,Rick Bot,Information provision
3553,Rick Bot 4,Rick Bot,Information provision
3554,Rick Bot,Rick Bot,Information provision
3555,RileyBot 2,RileyBot,Operational
3556,RileyBot 14,RileyBot,Operational
3557,RileyBot 8,RileyBot,Operational
3558,RileyBot 6,RileyBot,Operational
3559,RileyBot 15,RileyBot,Operational
3560,RileyBot 12,RileyBot,Task division
3561,RileyBot 17,RileyBot,Operational
3562,RileyBot 7,RileyBot,Operational
3563,RileyBot 10,RileyBot,Task allocation
3564,RileyBot 5,RileyBot,Operational
3565,RileyBot 9,RileyBot,Operational
3566,RileyBot 3,RileyBot,Operational
3567,RileyBot 11,RileyBot,Operational
3568,RileyBot 4,RileyBot,Operational
3569,RileyBot 16,RileyBot,Operational
3570,RileyBot,RileyBot,Operational
3571,RileyBot 13,RileyBot,Operational
3572,RileyBot3,RileyBot3,Exception management
3573,Ringobot,Ringobot,Interwiki
3574,Ripchip Bot,Ripchip Bot,Interwiki
3575,RjpBot,RjpBot,Interwiki
3576,RjwilmsiBot 6,RjwilmsiBot,Operational
3577,RjwilmsiBot 7,RjwilmsiBot,Operational
3578,RjwilmsiBot 2,RjwilmsiBot,Operational
3579,RjwilmsiBot,RjwilmsiBot,Operational
3580,RjwilmsiBot 5,RjwilmsiBot,Operational
3581,RjwilmsiBot 8,RjwilmsiBot,Operational
3582,RjwilmsiBot 4,RjwilmsiBot,Operational
3583,RjwilmsiBot 3,RjwilmsiBot,Operational
3584,Rlink2 Bot 2,Rlink2 Bot,Operational
3585,Rlink2 Bot,Rlink2 Bot,Operational
3586,Rlink2 Bot 3,Rlink2 Bot,Operational
3587,Rob110178bot,Rob110178bot,Task allocation
3588,Robbot (clone),Robbot (clone),Operational
3589,Robchurch,Robchurch,Other
3590,Robert SkyBot 4,Robert SkyBot,Operational
3591,Robert SkyBot,Robert SkyBot,Operational
3592,Robert SkyBot 2,Robert SkyBot,Operational
3593,Robert SkyBot 3,Robert SkyBot,Operational
3594,Robert SkyBot 5,Robert SkyBot,Operational
3595,RobinBot,RobinBot,Exception management
3596,RobinHood70Bot,RobinHood70Bot,Other
3597,RoboDick~enwiki,RoboDick~enwiki,Other
3598,RoboMaxCyberSem 3,RoboMaxCyberSem,Operational
3599,RoboMaxCyberSem 5,RoboMaxCyberSem,Operational
3600,RoboMaxCyberSem 4,RoboMaxCyberSem,Exception management
3601,RoboMaxCyberSem,RoboMaxCyberSem,Interwiki
